gene_id,H1_Cell_Line,CD4_Memory_Primary_Cells,CD4_Naive_Primary_Cells,Adult_Liver,HepG2_Hepatocellular_Carcinoma
ENSG00000122547,1,3,1,5,8
ENSG00000122550,21,5,6,4,5
ENSG00000122557,13,71,51,18,17
ENSG00000122565,69,29,46,29,16
ENSG00000122566,165,115,161,95,45
ENSG00000122574,4,0,0,0,0
ENSG00000122584,0,0,0,0,0
ENSG00000122585,1,0,0,0,0
ENSG00000122591,40,4,3,3,6
ENSG00000122592,0,0,0,0,0
ENSG00000122641,0,0,0,2,0
ENSG00000122642,5,0,0,10,18
ENSG00000122643,15,16,15,5,5
ENSG00000122644,10,13,5,4,3
ENSG00000122674,16,9,8,4,5
ENSG00000122678,5,14,22,5,3
ENSG00000122679,1,0,0,67,0
ENSG00000122687,16,4,6,10,7
ENSG00000122691,0,0,0,0,0
ENSG00000122692,10,14,12,10,13
ENSG00000122694,3,21,7,4,0
ENSG00000122705,68,17,15,55,45
ENSG00000122707,7,4,8,2,3
ENSG00000122711,0,0,0,0,1
ENSG00000122729,31,2,3,110,21
ENSG00000122733,0,0,0,0,0
ENSG00000122741,5,5,6,11,7
ENSG00000122756,1,0,0,14,0
ENSG00000122778,7,0,0,0,0
ENSG00000122779,38,5,6,5,36
ENSG00000122783,6,11,12,2,6
ENSG00000122786,57,0,0,75,20
ENSG00000122787,0,0,0,132,4
ENSG00000122824,12,0,0,1,0
ENSG00000122852,0,0,0,0,0
ENSG00000122861,26,0,0,1,0
ENSG00000122862,0,789,294,196,0
ENSG00000122863,3,0,0,0,8
ENSG00000122870,0,0,0,1,1
ENSG00000122873,19,1,1,23,15
ENSG00000122877,0,0,0,1,0
ENSG00000122882,18,26,26,9,15
ENSG00000122884,40,9,8,60,145
ENSG00000122912,3,11,13,11,6
ENSG00000122952,27,3,2,2,17
ENSG00000122958,18,21,17,20,9
ENSG00000122965,16,18,32,2,13
ENSG00000122966,8,0,0,1,3
ENSG00000122970,4,0,0,0,1
ENSG00000122971,1,4,5,111,18
ENSG00000122986,5,2,3,3,0
ENSG00000123064,30,23,21,11,22
ENSG00000123066,6,50,46,3,13
ENSG00000123080,0,1,1,1,3
ENSG00000123091,19,37,31,62,20
ENSG00000123094,8,0,0,1,0
ENSG00000123095,1,0,0,0,0
ENSG00000123096,0,0,0,0,0
ENSG00000123104,20,10,10,14,24
ENSG00000123106,7,9,10,7,2
ENSG00000123119,2,0,0,0,0
ENSG00000123124,16,35,35,36,26
ENSG00000123130,7,13,3,5,11
ENSG00000123131,106,3,4,168,94
ENSG00000123136,69,83,74,19,25
ENSG00000123143,41,79,82,16,48
ENSG00000123146,2,126,133,21,1
ENSG00000123154,3,19,27,4,2
ENSG00000123159,41,23,18,17,26
ENSG00000123178,2,1,0,9,2
ENSG00000123179,103,7,12,99,66
ENSG00000123191,3,0,0,4,33
ENSG00000123200,37,14,12,25,1
ENSG00000123213,36,0,0,5,4
ENSG00000123219,11,4,8,0,3
ENSG00000123240,2,52,22,21,16
ENSG00000123243,3,0,0,0,1
ENSG00000123268,9,8,11,13,15
ENSG00000123297,13,6,8,22,9
ENSG00000123329,0,42,59,2,0
ENSG00000123338,0,52,48,6,0
ENSG00000123342,1,2,5,6,0
ENSG00000123349,34,112,139,123,60
ENSG00000123352,6,1,1,1,10
ENSG00000123353,16,6,6,13,9
ENSG00000123358,4,2,0,8,4
ENSG00000123360,0,9,6,1,0
ENSG00000123364,0,0,0,0,0
ENSG00000123374,14,6,10,5,12
ENSG00000123384,32,1,2,25,16
ENSG00000123388,0,0,0,0,0
ENSG00000123395,9,2,1,18,23
ENSG00000123405,0,4,0,0,2
ENSG00000123411,5,3,2,0,1
ENSG00000123415,3,1,1,11,8
ENSG00000123427,1,0,0,3,9
ENSG00000123444,4,20,24,8,6
ENSG00000123453,2,3,5,50,7
ENSG00000123454,0,2,6,24,0
ENSG00000123472,11,7,7,31,19
ENSG00000123473,9,1,0,0,7
ENSG00000123485,29,0,0,0,14
ENSG00000123496,0,0,0,6,0
ENSG00000123505,103,55,56,26,94
ENSG00000123545,14,5,6,18,8
ENSG00000123560,13,0,0,2,0
ENSG00000123561,0,0,0,230,348
ENSG00000123562,62,30,29,63,101
ENSG00000123570,0,0,0,0,0
ENSG00000123575,5,13,11,3,5
ENSG00000123595,13,14,14,17,7
ENSG00000123600,11,3,3,0,5
ENSG00000123607,5,6,9,2,18
ENSG00000123609,1,11,11,10,0
ENSG00000123610,3,0,0,0,0
ENSG00000123612,0,1,4,1,0
ENSG00000123636,4,5,3,3,1
ENSG00000123643,3,3,2,0,4
ENSG00000123684,4,13,4,13,10
ENSG00000123689,0,1,1,71,0
ENSG00000123700,0,0,0,0,0
ENSG00000123728,8,31,24,21,7
ENSG00000123737,17,24,24,4,7
ENSG00000123739,23,4,10,26,16
ENSG00000123810,2,11,6,4,2
ENSG00000123815,14,10,12,11,9
ENSG00000123836,3,0,1,0,2
ENSG00000123838,0,0,0,1593,66
ENSG00000123843,0,0,2,236,103
ENSG00000123892,11,0,0,0,0
ENSG00000123908,12,24,16,1,7
ENSG00000123933,6,38,25,7,16
ENSG00000123975,177,5,1,20,158
ENSG00000123983,54,5,6,12,139
ENSG00000123989,79,2,1,20,126
ENSG00000123992,11,18,21,20,38
ENSG00000123999,0,0,0,0,16
ENSG00000124006,18,0,0,8,63
ENSG00000124019,1,2,0,0,0
ENSG00000124067,18,7,8,25,53
ENSG00000124074,6,2,2,7,9
ENSG00000124092,0,0,0,0,0
ENSG00000124098,18,11,12,71,96
ENSG00000124102,0,0,0,0,0
ENSG00000124103,6,12,13,15,20
ENSG00000124104,4,4,5,2,4
ENSG00000124107,0,0,6,158,0
ENSG00000124120,4,6,5,11,3
ENSG00000124126,4,142,33,5,0
ENSG00000124140,0,0,0,0,0
ENSG00000124143,0,0,0,0,2
ENSG00000124145,55,1,0,388,66
ENSG00000124151,9,37,58,4,28
ENSG00000124155,96,68,42,56,70
ENSG00000124159,1,0,0,0,0
ENSG00000124160,18,20,22,6,18
ENSG00000124164,8,7,7,7,10
ENSG00000124171,6,2,2,2,7
ENSG00000124172,34,28,33,75,56
ENSG00000124177,12,19,27,3,9
ENSG00000124181,31,74,118,3,64
ENSG00000124191,2,3,2,2,0
ENSG00000124193,75,126,146,77,116
ENSG00000124194,3,0,0,0,0
ENSG00000124198,8,24,28,6,48
ENSG00000124201,3,53,50,5,2
ENSG00000124203,0,22,14,0,0
ENSG00000124205,0,1,0,0,0
ENSG00000124207,136,27,26,13,38
ENSG00000124208,158,58,61,62,115
ENSG00000124209,2,8,6,5,9
ENSG00000124212,27,0,0,1,0
ENSG00000124214,52,42,29,81,109
ENSG00000124216,5,0,0,2,1
ENSG00000124217,6,3,3,5,8
ENSG00000124222,35,79,130,14,58
ENSG00000124225,11,0,0,1,0
ENSG00000124226,42,67,71,51,59
ENSG00000124228,23,45,35,8,20
ENSG00000124232,0,0,0,0,0
ENSG00000124233,11,0,0,0,0
ENSG00000124237,0,0,0,0,0
ENSG00000124243,4,10,22,0,5
ENSG00000124249,0,0,0,0,0
ENSG00000124253,0,0,0,969,8
ENSG00000124256,0,10,7,0,0
ENSG00000124257,3,1,3,2,10
ENSG00000124275,9,19,12,8,13
ENSG00000124279,4,3,3,4,4
ENSG00000124299,40,22,17,137,59
ENSG00000124302,17,0,0,0,0
ENSG00000124313,16,0,0,0,0
ENSG00000124333,11,27,19,34,11
ENSG00000124343,0,0,0,0,0
ENSG00000124356,10,6,7,5,14
ENSG00000124357,4,7,10,9,5
ENSG00000124370,5,3,4,44,15
ENSG00000124374,11,0,2,15,0
ENSG00000124380,24,31,33,24,20
ENSG00000124383,21,16,17,12,14
ENSG00000124406,5,12,26,1,1
ENSG00000124422,82,57,59,18,65
ENSG00000124429,0,0,0,0,0
ENSG00000124440,6,0,0,0,0
ENSG00000124459,4,5,5,3,2
ENSG00000124466,4,7,11,0,1
ENSG00000124469,0,0,11,0,0
ENSG00000124479,0,0,0,0,0
ENSG00000124486,40,33,30,17,18
ENSG00000124491,0,0,0,0,0
ENSG00000124493,17,0,0,0,0
ENSG00000124496,9,38,30,0,0
ENSG00000124507,4,2,1,0,0
ENSG00000124508,6,1,2,1,4
ENSG00000124523,7,3,5,36,12
ENSG00000124529,0,0,0,0,19
ENSG00000124532,44,4,7,9,17
ENSG00000124535,11,11,13,13,42
ENSG00000124541,71,28,28,30,30
ENSG00000124562,111,42,38,64,122
ENSG00000124568,0,0,0,22,2
ENSG00000124570,8,6,13,21,21
ENSG00000124571,18,9,12,3,26
ENSG00000124574,4,10,12,0,8
ENSG00000124575,0,0,3,0,0
ENSG00000124587,4,4,10,15,9
ENSG00000124588,30,4,3,56,14
ENSG00000124593,24,11,13,29,42
ENSG00000124596,7,7,10,10,3
ENSG00000124602,1,6,8,7,3
ENSG00000124608,8,7,9,2,8
ENSG00000124613,8,0,1,0,0
ENSG00000124615,5,0,0,13,3
ENSG00000124635,0,0,0,0,1
ENSG00000124641,14,3,3,4,18
ENSG00000124657,0,0,0,0,1
ENSG00000124659,13,33,31,8,12
ENSG00000124664,0,0,0,0,0
ENSG00000124688,15,12,14,21,37
ENSG00000124693,1,0,0,0,23
ENSG00000124701,0,2,2,0,0
ENSG00000124702,69,20,30,60,79
ENSG00000124713,0,3,3,481,3
ENSG00000124731,0,0,0,3,0
ENSG00000124733,69,17,17,80,62
ENSG00000124743,0,0,0,0,0
ENSG00000124749,1,0,0,0,0
ENSG00000124762,9,28,1,36,89
ENSG00000124766,163,3,8,2,3
ENSG00000124767,141,25,26,121,59
ENSG00000124772,0,0,0,0,0
ENSG00000124780,2,0,0,3,0
ENSG00000124782,4,10,11,5,3
ENSG00000124783,33,15,13,18,43
ENSG00000124784,18,13,12,7,4
ENSG00000124785,0,0,0,6,0
ENSG00000124786,6,2,5,19,7
ENSG00000124788,0,13,4,2,9
ENSG00000124789,34,55,49,11,29
ENSG00000124795,100,46,35,32,33
ENSG00000124802,22,7,7,8,44
ENSG00000124813,0,14,7,0,0
ENSG00000124831,16,38,30,13,10
ENSG00000124839,41,0,0,36,56
ENSG00000124875,3,0,0,2,0
ENSG00000124882,0,2,0,0,0
ENSG00000124920,1,0,0,1,13
ENSG00000124939,0,0,0,0,0
ENSG00000124942,0,266,60,19,24
ENSG00000125037,16,16,10,28,15
ENSG00000125046,0,0,0,0,40
ENSG00000125084,0,6,2,0,0
ENSG00000125089,0,24,4,3,6
ENSG00000125107,55,59,70,16,72
ENSG00000125124,4,17,38,9,36
ENSG00000125144,285,0,0,14293,1
ENSG00000125149,10,10,9,32,140
ENSG00000125166,78,14,12,209,20
ENSG00000125170,10,1,1,23,76
ENSG00000125245,0,6,19,0,0
ENSG00000125246,2,2,2,16,1
ENSG00000125247,13,3,5,5,7
ENSG00000125249,20,6,3,5,8
ENSG00000125255,0,0,0,0,0
ENSG00000125257,7,3,2,0,2
ENSG00000125266,11,0,0,3,0
ENSG00000125285,1,0,0,0,0
ENSG00000125304,148,37,36,115,99
ENSG00000125319,8,0,1,0,4
ENSG00000125347,0,150,98,10,1
ENSG00000125351,32,10,11,7,4
ENSG00000125352,10,29,31,17,15
ENSG00000125354,15,89,129,9,13
ENSG00000125355,0,0,1,0,0
ENSG00000125356,134,71,64,344,110
ENSG00000125375,4,5,6,6,6
ENSG00000125378,2,0,0,2,113
ENSG00000125384,0,18,3,4,0
ENSG00000125386,8,18,22,5,4
ENSG00000125398,2,0,0,1,19
ENSG00000125414,3,0,0,0,0
ENSG00000125430,4,4,3,25,14
ENSG00000125434,2,11,12,1,0
ENSG00000125447,20,44,37,5,33
ENSG00000125449,5,4,4,7,3
ENSG00000125450,19,18,20,8,35
ENSG00000125454,7,2,3,3,14
ENSG00000125457,11,24,26,18,22
ENSG00000125458,41,14,15,16,33
ENSG00000125459,6,12,20,2,5
ENSG00000125462,0,0,0,0,0
ENSG00000125482,19,11,8,5,2
ENSG00000125484,15,6,4,3,2
ENSG00000125485,5,3,6,1,5
ENSG00000125492,0,0,0,0,0
ENSG00000125498,0,0,0,0,0
ENSG00000125503,26,39,32,15,19
ENSG00000125505,55,11,6,5,12
ENSG00000125510,0,0,0,0,0
ENSG00000125520,12,74,65,93,53
ENSG00000125534,73,84,77,41,1
ENSG00000125538,0,1,1,3,0
ENSG00000125551,0,3,2,251,0
ENSG00000125611,2,3,3,13,3
ENSG00000125629,3,5,6,25,129
ENSG00000125630,10,4,4,5,15
ENSG00000125633,5,21,22,2,28
ENSG00000125637,0,31,43,16,4
ENSG00000125648,33,9,12,15,5
ENSG00000125651,36,35,31,23,26
ENSG00000125652,20,13,21,72,17
ENSG00000125656,56,42,40,81,61
ENSG00000125657,8,0,0,0,1
ENSG00000125675,0,0,0,1,0
ENSG00000125676,20,18,21,6,22
ENSG00000125686,21,20,16,3,27
ENSG00000125695,10,20,30,8,9
ENSG00000125703,9,1,2,6,2
ENSG00000125726,2,0,0,0,0
ENSG00000125730,2,0,0,3516,1864
ENSG00000125731,16,20,28,0,1
ENSG00000125733,33,1,1,7,23
ENSG00000125734,17,22,18,28,46
ENSG00000125735,0,3,0,13,13
ENSG00000125740,0,18,11,63,1
ENSG00000125741,3,3,3,1,6
ENSG00000125744,16,0,0,1,9
ENSG00000125746,3,11,9,3,7
ENSG00000125753,95,25,16,24,44
ENSG00000125755,26,39,43,20,49
ENSG00000125772,1,54,45,5,3
ENSG00000125775,1,1,0,2,1
ENSG00000125779,8,7,5,5,9
ENSG00000125780,0,0,0,0,0
ENSG00000125798,0,0,0,28,10
ENSG00000125810,0,2,0,8,0
ENSG00000125812,3,10,7,3,8
ENSG00000125813,0,0,0,0,0
ENSG00000125814,3,4,5,2,12
ENSG00000125817,23,23,17,29,14
ENSG00000125818,19,29,26,53,30
ENSG00000125820,0,0,0,0,0
ENSG00000125821,23,8,7,5,19
ENSG00000125826,13,27,29,17,100
ENSG00000125827,5,34,15,19,7
ENSG00000125834,20,11,14,2,28
ENSG00000125835,229,86,74,58,323
ENSG00000125841,16,0,0,2,54
ENSG00000125843,1,7,5,8,9
ENSG00000125844,86,13,9,82,92
ENSG00000125845,2,0,0,3,0
ENSG00000125846,2,1,3,2,10
ENSG00000125848,0,0,0,3,5
ENSG00000125850,6,1,1,1,20
ENSG00000125851,0,0,0,0,0
ENSG00000125863,18,2,3,26,40
ENSG00000125869,0,0,0,0,0
ENSG00000125870,123,37,34,34,48
ENSG00000125871,28,5,3,7,27
ENSG00000125872,0,0,0,0,0
ENSG00000125875,6,13,15,6,37
ENSG00000125877,30,12,12,22,42
ENSG00000125878,4,0,0,0,0
ENSG00000125885,17,2,2,0,10
ENSG00000125895,2,0,0,1,16
ENSG00000125898,7,15,2,1,1
ENSG00000125910,0,85,71,0,0
ENSG00000125912,81,28,27,11,29
ENSG00000125931,0,0,0,0,0
ENSG00000125944,27,27,25,11,23
ENSG00000125945,0,2,3,2,4
ENSG00000125952,12,38,41,12,12
ENSG00000125954,26,20,20,21,31
ENSG00000125962,3,5,7,2,4
ENSG00000125965,0,0,0,0,0
ENSG00000125966,5,4,5,0,0
ENSG00000125967,5,2,2,6,37
ENSG00000125968,54,2,0,24,237
ENSG00000125970,46,47,38,25,103
ENSG00000125971,27,18,13,30,46
ENSG00000125977,108,17,19,49,86
ENSG00000125991,24,29,31,46,128
ENSG00000125995,145,18,16,264,290
ENSG00000125998,0,0,0,0,0
ENSG00000125999,0,0,0,0,4
ENSG00000126001,4,12,12,1,12
ENSG00000126003,18,19,12,2,16
ENSG00000126010,94,0,0,0,0
ENSG00000126012,14,32,32,9,22
ENSG00000126016,1,0,0,1,0
ENSG00000126062,35,13,12,19,28
ENSG00000126067,82,44,31,66,46
ENSG00000126070,3,8,9,1,6
ENSG00000126088,22,15,17,69,63
ENSG00000126091,1,4,5,5,2
ENSG00000126106,3,9,8,19,7
ENSG00000126107,12,21,18,13,17
ENSG00000126214,20,37,35,6,20
ENSG00000126215,5,10,10,0,1
ENSG00000126216,7,11,14,5,6
ENSG00000126217,1,0,2,0,5
ENSG00000126218,1,0,0,152,183
ENSG00000126226,11,13,15,6,33
ENSG00000126231,0,0,0,88,23
ENSG00000126233,0,0,0,0,0
ENSG00000126243,12,4,4,1,0
ENSG00000126246,5,26,30,31,7
ENSG00000126249,27,3,3,6,23
ENSG00000126254,27,25,21,32,31
ENSG00000126259,5,0,0,0,0
ENSG00000126261,75,50,62,25,81
ENSG00000126264,2,107,106,33,1
ENSG00000126266,0,0,0,0,0
ENSG00000126351,3,15,31,3,5
ENSG00000126353,0,170,534,0,0
ENSG00000126368,2,51,28,10,3
ENSG00000126391,6,14,11,5,7
ENSG00000126453,71,16,21,6,13
ENSG00000126456,36,55,74,26,33
ENSG00000126457,74,13,13,16,111
ENSG00000126458,16,7,10,34,12
ENSG00000126460,3,0,0,2,0
ENSG00000126461,28,15,15,9,2
ENSG00000126464,18,18,25,1,0
ENSG00000126500,0,0,0,0,0
ENSG00000126522,5,5,3,162,44
ENSG00000126524,16,192,202,101,34
ENSG00000126561,2,54,46,4,1
ENSG00000126562,0,0,0,0,13
ENSG00000126581,16,51,45,31,44
ENSG00000126583,9,0,0,0,0
ENSG00000126602,148,30,54,97,162
ENSG00000126603,7,0,0,0,0
ENSG00000126653,24,18,18,23,2
ENSG00000126698,93,35,31,44,37
ENSG00000126705,6,3,6,2,0
ENSG00000126709,8,23,20,714,16
ENSG00000126746,16,26,27,5,20
ENSG00000126756,28,78,117,90,44
ENSG00000126759,0,3,4,24,0
ENSG00000126767,15,16,15,10,3
ENSG00000126768,23,14,18,17,25
ENSG00000126773,7,4,4,3,6
ENSG00000126775,7,25,26,3,7
ENSG00000126777,40,14,13,26,10
ENSG00000126778,0,0,0,0,0
ENSG00000126785,0,0,0,2,0
ENSG00000126787,65,0,0,0,5
ENSG00000126790,3,5,9,3,10
ENSG00000126803,18,0,0,2,0
ENSG00000126804,7,57,39,5,6
ENSG00000126821,12,12,15,17,7
ENSG00000126822,8,7,0,3,1
ENSG00000126838,0,1,0,32,6
ENSG00000126858,17,13,18,10,18
ENSG00000126860,0,26,29,5,0
ENSG00000126861,0,1,1,0,0
ENSG00000126870,4,4,6,3,3
ENSG00000126878,47,0,0,0,7
ENSG00000126882,0,22,36,1,0
ENSG00000126883,7,18,20,4,3
ENSG00000126890,0,0,0,0,0
ENSG00000126903,7,27,9,5,10
ENSG00000126934,33,21,20,10,23
ENSG00000126945,32,61,70,51,24
ENSG00000126947,12,0,0,4,0
ENSG00000126950,6,0,0,0,0
ENSG00000126953,8,2,2,6,2
ENSG00000126970,6,2,7,1,4
ENSG00000127022,309,46,33,119,152
ENSG00000127054,15,19,22,8,20
ENSG00000127080,3,4,4,3,5
ENSG00000127081,4,15,15,1,1
ENSG00000127083,0,0,0,0,0
ENSG00000127084,0,59,83,1,0
ENSG00000127124,0,6,2,0,0
ENSG00000127125,8,10,16,46,6
ENSG00000127129,0,0,0,0,0
ENSG00000127152,2,73,86,0,0
ENSG00000127184,380,83,113,470,102
ENSG00000127191,10,4,5,2,9
ENSG00000127220,5,4,5,10,9
ENSG00000127241,0,0,0,30,12
ENSG00000127249,0,0,0,0,0
ENSG00000127252,5,0,0,0,0
ENSG00000127311,1,14,17,0,1
ENSG00000127314,12,43,55,22,12
ENSG00000127324,0,0,0,1,1
ENSG00000127325,0,0,0,0,0
ENSG00000127328,4,2,2,1,2
ENSG00000127329,0,0,0,7,0
ENSG00000127334,7,25,46,1,5
ENSG00000127337,17,18,18,9,10
ENSG00000127399,0,2,2,7,27
ENSG00000127415,1,12,19,1,0
ENSG00000127418,14,12,6,24,26
ENSG00000127419,2,19,28,8,4
ENSG00000127423,10,2,4,0,2
ENSG00000127445,18,17,13,14,14
ENSG00000127452,17,18,19,10,22
ENSG00000127463,19,8,8,3,11
ENSG00000127472,0,0,0,2,0
ENSG00000127481,12,28,31,7,24
ENSG00000127483,23,50,54,15,41
ENSG00000127507,2,5,1,1,0
ENSG00000127511,17,23,35,3,17
ENSG00000127526,12,34,13,7,22
ENSG00000127527,11,22,19,3,12
ENSG00000127528,0,496,480,6,0
ENSG00000127533,0,0,0,0,0
ENSG00000127540,94,33,32,365,111
ENSG00000127554,12,7,10,13,14
ENSG00000127561,15,0,0,0,5
ENSG00000127564,27,1,0,0,2
ENSG00000127578,10,0,0,0,2
ENSG00000127580,10,6,10,4,6
ENSG00000127585,8,8,10,0,1
ENSG00000127586,14,3,5,0,2
ENSG00000127603,20,41,30,4,6
ENSG00000127616,71,28,32,8,10
ENSG00000127663,11,12,13,4,14
ENSG00000127666,0,13,6,7,0
ENSG00000127774,114,20,15,40,37
ENSG00000127804,12,19,19,2,8
ENSG00000127824,19,66,37,10,4
ENSG00000127831,0,0,1,27,81
ENSG00000127837,26,16,18,56,62
ENSG00000127838,8,1,2,27,23
ENSG00000127863,0,0,0,0,49
ENSG00000127870,4,28,21,7,9
ENSG00000127884,68,12,12,983,31
ENSG00000127903,1,0,0,0,0
ENSG00000127914,7,23,25,21,4
ENSG00000127920,4,0,0,73,0
ENSG00000127922,22,9,7,22,2
ENSG00000127946,31,4,0,5,4
ENSG00000127947,51,6,8,11,23
ENSG00000127948,43,11,9,211,64
ENSG00000127951,0,2,0,33,0
ENSG00000127952,10,4,5,14,15
ENSG00000127954,0,0,0,6,0
ENSG00000127955,4,0,0,8,1
ENSG00000127980,8,11,17,3,6
ENSG00000127990,14,0,0,11,34
ENSG00000127993,2,17,19,3,3
ENSG00000127995,9,10,14,5,19
ENSG00000128011,8,2,2,0,0
ENSG00000128039,13,1,1,4,3
ENSG00000128040,0,1,1,0,0
ENSG00000128045,50,0,0,0,0
ENSG00000128050,214,8,14,36,164
ENSG00000128052,173,0,0,16,0
ENSG00000128059,27,2,2,1,9
ENSG00000128159,7,38,52,4,13
ENSG00000128165,5,0,0,0,4
ENSG00000128185,19,24,22,143,16
ENSG00000128191,12,8,7,4,6
ENSG00000128203,8,2,1,0,0
ENSG00000128218,0,0,0,2,0
ENSG00000128228,20,11,6,29,12
ENSG00000128242,12,0,0,0,6
ENSG00000128245,85,23,7,29,26
ENSG00000128266,3,0,0,0,12
ENSG00000128268,4,2,0,0,0
ENSG00000128271,2,5,6,1,3
ENSG00000128274,5,0,0,0,1
ENSG00000128283,8,0,0,43,20
ENSG00000128284,0,34,29,7,1
ENSG00000128285,0,0,0,0,0
ENSG00000128294,49,12,5,28,15
ENSG00000128298,5,1,2,0,8
ENSG00000128309,15,1,0,75,48
ENSG00000128311,10,0,0,410,46
ENSG00000128322,0,0,0,0,0
ENSG00000128335,2,10,11,29,36
ENSG00000128340,2,155,146,13,0
ENSG00000128342,1,0,0,0,7
ENSG00000128346,0,2,2,0,0
ENSG00000128383,0,1,0,2,0
ENSG00000128422,0,0,0,0,0
ENSG00000128463,27,19,19,35,13
ENSG00000128487,15,1,0,0,0
ENSG00000128510,0,0,0,0,0
ENSG00000128512,3,0,0,2,9
ENSG00000128513,6,5,8,6,8
ENSG00000128524,101,42,32,86,104
ENSG00000128534,10,14,17,4,5
ENSG00000128563,10,25,30,4,11
ENSG00000128564,19,0,0,0,0
ENSG00000128567,689,0,1,1,0
ENSG00000128578,2,0,0,0,2
ENSG00000128581,4,0,0,3,2
ENSG00000128585,6,15,23,7,10
ENSG00000128590,5,38,26,73,8
ENSG00000128591,7,0,0,0,0
ENSG00000128594,3,2,1,1,0
ENSG00000128595,196,15,12,26,131
ENSG00000128596,5,2,2,0,0
ENSG00000128602,35,0,0,8,24
ENSG00000128604,0,3,0,3,0
ENSG00000128606,4,0,0,1,0
ENSG00000128607,5,4,5,5,7
ENSG00000128609,7,6,6,15,2
ENSG00000128610,2,0,0,0,0
ENSG00000128641,11,0,0,76,15
ENSG00000128645,0,0,0,0,17
ENSG00000128654,18,4,8,19,38
ENSG00000128656,8,6,0,0,0
ENSG00000128683,0,0,0,0,0
ENSG00000128699,21,45,64,16,47
ENSG00000128708,11,6,6,6,9
ENSG00000128709,0,0,0,0,0
ENSG00000128731,9,12,13,2,6
ENSG00000128739,201,47,64,36,63
ENSG00000128789,26,32,36,43,21
ENSG00000128791,13,2,2,5,6
ENSG00000128802,0,0,0,24,0
ENSG00000128805,1,0,0,0,0
ENSG00000128815,0,7,2,0,0
ENSG00000128829,27,6,6,8,18
ENSG00000128833,5,0,0,0,9
ENSG00000128849,16,0,0,11,5
ENSG00000128872,1,1,4,0,0
ENSG00000128886,2,1,1,0,3
ENSG00000128908,5,14,16,2,2
ENSG00000128915,8,3,5,2,2
ENSG00000128917,0,0,0,1,0
ENSG00000128918,0,0,0,0,0
ENSG00000128923,14,7,7,2,6
ENSG00000128928,11,7,11,67,20
ENSG00000128944,15,1,1,2,5
ENSG00000128951,59,11,16,11,8
ENSG00000128965,10,0,0,0,0
ENSG00000128973,37,5,6,11,14
ENSG00000128989,78,68,59,21,59
ENSG00000129003,5,23,26,3,5
ENSG00000129007,5,5,7,5,1
ENSG00000129009,0,0,0,7,0
ENSG00000129038,9,1,0,0,0
ENSG00000129048,0,2,2,0,0
ENSG00000129055,10,16,14,37,20
ENSG00000129071,23,31,29,13,8
ENSG00000129083,25,41,46,33,64
ENSG00000129084,36,51,54,45,56
ENSG00000129103,30,38,45,45,18
ENSG00000129116,3,0,0,7,0
ENSG00000129128,49,55,41,21,17
ENSG00000129151,0,0,0,45,0
ENSG00000129152,0,0,0,0,0
ENSG00000129158,2,6,8,6,16
ENSG00000129167,0,1,2,0,0
ENSG00000129170,0,0,0,0,0
ENSG00000129173,4,0,0,0,2
ENSG00000129187,19,19,25,37,46
ENSG00000129194,11,0,0,0,0
ENSG00000129195,63,0,0,0,9
ENSG00000129197,20,25,28,15,13
ENSG00000129214,0,0,0,97,5
ENSG00000129219,15,7,4,4,28
ENSG00000129226,1,5,3,201,71
ENSG00000129235,44,3,3,42,23
ENSG00000129244,34,0,0,3,0
ENSG00000129245,11,7,6,12,16
ENSG00000129250,25,6,5,19,43
ENSG00000129255,32,5,5,43,35
ENSG00000129270,0,0,7,0,0
ENSG00000129277,0,5,0,66,0
ENSG00000129282,4,0,1,2,5
ENSG00000129315,14,41,45,4,10
ENSG00000129317,7,3,4,1,5
ENSG00000129347,17,17,30,4,6
ENSG00000129351,113,113,134,13,72
ENSG00000129353,89,120,140,21,5
ENSG00000129354,60,0,0,0,5
ENSG00000129355,1,51,40,2,6
ENSG00000129422,1,0,1,23,27
ENSG00000129450,0,1,0,5,0
ENSG00000129451,3,0,0,0,0
ENSG00000129455,2,0,0,0,0
ENSG00000129460,10,27,34,8,32
ENSG00000129465,0,11,7,1,0
ENSG00000129467,0,3,1,0,0
ENSG00000129472,10,16,12,6,43
ENSG00000129473,5,2,4,7,46
ENSG00000129474,5,0,0,9,113
ENSG00000129480,7,1,2,7,14
ENSG00000129484,10,6,5,5,13
ENSG00000129493,4,3,2,2,19
ENSG00000129514,0,0,0,15,32
ENSG00000129515,24,30,23,22,46
ENSG00000129518,15,53,60,43,40
ENSG00000129521,3,0,0,0,6
ENSG00000129534,31,11,5,2,3
ENSG00000129538,0,0,0,25,0
ENSG00000129559,48,13,12,49,77
ENSG00000129562,121,38,42,203,397
ENSG00000129566,2,12,12,1,6
ENSG00000129596,8,0,0,453,3
ENSG00000129625,45,18,9,71,37
ENSG00000129636,13,9,8,32,67
ENSG00000129654,4,0,0,0,1
ENSG00000129657,29,30,12,22,13
ENSG00000129667,10,13,7,2,11
ENSG00000129675,1,58,62,4,0
ENSG00000129680,10,2,2,4,0
ENSG00000129682,19,0,0,0,0
ENSG00000129691,10,7,8,8,12
ENSG00000129757,5,0,0,3,0
ENSG00000129810,14,3,1,0,1
ENSG00000129910,0,0,0,0,0
ENSG00000129911,18,15,10,10,4
ENSG00000129925,55,23,31,21,62
